"Species","Virus.name.abbreviations","Genome.coverage"
"Sphonivirus agrivivens",NA,"Complete coding genome"
"Sphonivirus choradaptatum",NA,"Complete coding genome"
"Sphonivirus chorocola",NA,"Complete coding genome"
"Stehlmavirus lutihabitans",NA,"Complete coding genome"
"Swihdzovirus paludicola",NA,"Complete coding genome"
"Tahluvirus peladaptatum",NA,"Complete coding genome"
"Tapikevirus pelocola",NA,"Complete coding genome"
"Teciucevirus pelohabitans",NA,"Complete coding genome"
"Tehdravirus arvivicinum",NA,"Complete coding genome"
"Tehnexuvirus edaphadaptatum",NA,"Complete coding genome"
"Thidevirus edaphovivens",NA,"Complete coding genome"
"Thiwvovirus asienecus",NA,"Complete coding genome"
"Thiyevirus asiocola",NA,"Complete coding genome"
"Thobivirus asiohabitans",NA,"Complete coding genome"
"Ticahravirus asiovicinum",NA,"Complete coding genome"
"Tohvovirus borborohabitans",NA,"Complete coding genome"
"Trucevirus pedenecus",NA,"Complete coding genome"
"Ureyisuvirus caenihabitans",NA,"Complete coding genome"
"Ushumevirus caenivicinum",NA,"Complete coding genome"
"Vinehtivirus limenecus",NA,"Complete coding genome"
"Vinehtivirus limicola",NA,"Complete coding genome"
"Vohsuavirus limihabitans",NA,"Complete coding genome"
"Vohsuavirus limivicinum",NA,"Complete coding genome"
"Vohsuavirus pedovivens",NA,"Complete coding genome"
"Vohsuavirus soladaptatum",NA,"Complete coding genome"
"Vohsuavirus solenecus",NA,"Complete coding genome"
"Vohsuavirus solicola",NA,"Complete coding genome"
"Wahtavirus luticola",NA,"Complete coding genome"
"Whietlevirus defluviicola",NA,"Complete coding genome"
"Whilavirus pelohabitans",NA,"Complete coding genome"
"Wohudhevirus asienecus",NA,"Complete coding genome"
"Wyahnevirus asiohabitans",NA,"Complete coding genome"
"Yahnavirus asiovicinum",NA,"Complete coding genome"
"Yemegivirus asiovivens",NA,"Complete coding genome"
"Yohcadevirus borborocola",NA,"Complete coding genome"
"Yuhrihovirus borborohabitans",NA,"Complete coding genome"
"Yuhrihovirus borborovicinum",NA,"Complete coding genome"
"Yuhrihovirus borborovivens",NA,"Complete coding genome"
"Yuhrihovirus humenecus",NA,"Complete coding genome"
"Alohrdovirus borborenecus",NA,"Complete coding genome"
"Andihavirus borborohabitans",NA,"Complete coding genome"
"Dibaevirus borborocola",NA,"Complete coding genome"
"Dilzevirus borborohabitans",NA,"Complete coding genome"
"Eosonovirus caenenecus",NA,"Complete coding genome"
"Etdyvivirus caenicola",NA,"Complete coding genome"
"Fahrmivirus caenivivens",NA,"Complete coding genome"
"Fahrmivirus limadaptatum",NA,"Complete coding genome"
"Hinehbovirus caenihabitans",NA,"Complete coding genome"
"Insbruvirus lutivivens",NA,"Complete coding genome"
"Intasivirus peladaptatum",NA,"Complete coding genome"
"Intasivirus tellurivivens",NA,"Complete coding genome"
"Intasivirus terradaptatum",NA,"Complete coding genome"
"Intasivirus terrenecus",NA,"Complete coding genome"
"Intasivirus terricola",NA,"Complete coding genome"
"Jargovirus pelovivens",NA,"Complete coding genome"
"Mahshuvirus limivivens",NA,"Complete coding genome"
"Mintinovirus pelohabitans",NA,"Complete coding genome"
"Mintinovirus pelovicinum",NA,"Complete coding genome"
"Odiravirus lutihabitans",NA,"Complete coding genome"
"Oekfovirus lutivicinum",NA,"Complete coding genome"
"Puhrivirus limivivens",NA,"Complete coding genome"
"Puirovirus lutadaptatum",NA,"Complete coding genome"
"Puirovirus lutenecus",NA,"Complete coding genome"
"Sexopuavirus agricola",NA,"Complete coding genome"
"Thiuhmevirus pedadaptatum",NA,"Complete coding genome"
"Tohkunevirus borborocola",NA,"Complete coding genome"
"Tyrahlevirus caenicola",NA,"Complete coding genome"
"Vendavirus caenivivens",NA,"Complete coding genome"
"Voulevirus limivivens",NA,"Complete coding genome"
"Wishivirus defluviicola",NA,"Complete coding genome"
"Alehndavirus ruminicola",NA,"Complete coding genome"
"Bonghivirus borborenecus",NA,"Complete coding genome"
"Cehntrovirus agrihabitans",NA,"Complete coding genome"
"Dahmuivirus pelovivens",NA,"Complete coding genome"
"Dehgumevirus asiovivens",NA,"Complete coding genome"
"Dehkhevirus borboradaptatum",NA,"Complete coding genome"
"Espurtavirus simiicola",NA,"Complete coding genome"
"Gifriavirus ruminicola",NA,"Complete coding genome"
"Hehrovirus borborohabitans",NA,"Complete coding genome"
"Ivolevirus faecicola",NA,"Complete coding genome"
"Kahnayevirus asiovivens",NA,"Complete coding genome"
"Kahraivirus borboradaptatum",NA,"Complete coding genome"
"Kemiovirus caenivicinum",NA,"Complete coding genome"
"Kerishovirus limenecus",NA,"Complete coding genome"
"Konmavirus lutivicinum",NA,"Complete coding genome"
"Konmavirus lutivivens",NA,"Complete coding genome"
"Konmavirus peladaptatum",NA,"Complete coding genome"
"Lirnavirus borborovicinum",NA,"Complete coding genome"
"Lonzbavirus caenadaptatum",NA,"Complete coding genome"
"Marskhivirus piscicola",NA,"Complete coding genome"
"Nehohpavirus tellurenecus",NA,"Complete coding genome"
"Nehpavirus caenenecus",NA,"Complete coding genome"
"Obhoarovirus terradaptatum",NA,"Complete coding genome"
"Pacehavirus humicola",NA,"Complete coding genome"
"Pacehavirus pelovicinum",NA,"Complete coding genome"
"Pacehavirus pelovivens",NA,"Complete coding genome"
"Pahdacivirus asiadaptatum",NA,"Complete coding genome"
"Rhohmbavirus terrivicinum",NA,"Complete coding genome"
"Semodevirus borborenecus",NA,"Complete coding genome"
"Shihmovirus borborovivens",NA,"Complete coding genome"
"Shihwivirus caenenecus",NA,"Complete coding genome"
"Tibirnivirus paludicola",NA,"Complete coding genome"
"Tinebovirus borborenecus",NA,"Complete coding genome"
"Wahdswovirus lutenecus",NA,"Complete coding genome"
"Yenihzavirus borboradaptatum",NA,"Complete coding genome"
"Abakapovirus asiadaptatum",NA,"Complete coding genome"
"Abakapovirus humadaptatum",NA,"Complete coding genome"
"Abakapovirus humenecus",NA,"Complete coding genome"
"Abakapovirus humicola",NA,"Complete coding genome"
"Achlievirus humihabitans",NA,"Complete coding genome"
"Adahmuvirus asiocola",NA,"Complete coding genome"
"Alehxovirus agradaptatum",NA,"Complete coding genome"
"Alehxovirus agrenecus",NA,"Complete coding genome"
"Alehxovirus agricola",NA,"Complete coding genome"
"Alehxovirus agrihabitans",NA,"Complete coding genome"
"Alehxovirus asiohabitans",NA,"Complete coding genome"
"Alehxovirus asiovicinum",NA,"Complete coding genome"
"Alehxovirus asiovivens",NA,"Complete coding genome"
"Alehxovirus borboradaptatum",NA,"Complete coding genome"
"Alehxovirus humivicinum",NA,"Complete coding genome"
"Alehxovirus humivivens",NA,"Complete coding genome"
"Aphenovirus arvadaptatum",NA,"Complete coding genome"
"Aphenovirus arvicola",NA,"Complete coding genome"
"Aphenovirus chorovivens",NA,"Complete coding genome"
"Arawsmovirus borborovivens",NA,"Complete coding genome"
"Arctuvirus arvivicinum",NA,"Complete coding genome"
"Arctuvirus arvivivens",NA,"Complete coding genome"
"Arctuvirus edaphadaptatum",NA,"Complete coding genome"
"Arctuvirus edaphenecus",NA,"Complete coding genome"
"Arctuvirus edaphocola",NA,"Complete coding genome"
"Arctuvirus edaphohabitans",NA,"Complete coding genome"
"Arctuvirus edaphovicinum",NA,"Complete coding genome"
"Arctuvirus edaphovivens",NA,"Complete coding genome"
"Arctuvirus pedadaptatum",NA,"Complete coding genome"
"Arctuvirus pedocola",NA,"Complete coding genome"
"Arpirivirus pedenecus",NA,"Complete coding genome"
"Arpirivirus pedohabitans",NA,"Complete coding genome"
"Ashcevirus caenenecus",NA,"Complete coding genome"
"Bahnicevirus chthonadaptatum",NA,"Complete coding genome"
"Bahnicevirus chthonenecus",NA,"Complete coding genome"
"Bahnicevirus chthonocola",NA,"Complete coding genome"
"Bahnicevirus chthonohabitans",NA,"Complete coding genome"
"Bahnicevirus chthonovicinum",NA,"Complete coding genome"
"Bahnicevirus chthonovivens",NA,"Complete coding genome"
"Bahnicevirus defluviicola",NA,"Complete coding genome"
"Bahnicevirus geoadaptatum",NA,"Complete coding genome"
"Bahnicevirus geocola",NA,"Complete coding genome"
"Bahnicevirus geoenecus",NA,"Complete coding genome"
"Bahnicevirus geohabitans",NA,"Complete coding genome"
"Bahnicevirus geovicinum",NA,"Complete coding genome"
"Bahnicevirus geovivens",NA,"Complete coding genome"
"Bahnicevirus limenecus",NA,"Complete coding genome"
"Bahnicevirus limicola",NA,"Complete coding genome"
"Bahnicevirus limihabitans",NA,"Complete coding genome"
"Bahnicevirus pedovicinum",NA,"Complete coding genome"
"Bahnicevirus pedovivens",NA,"Complete coding genome"
"Bahnicevirus soladaptatum",NA,"Complete coding genome"
"Bahnicevirus solenecus",NA,"Complete coding genome"
"Bahnicevirus solicola",NA,"Complete coding genome"
"Bahnicevirus solihabitans",NA,"Complete coding genome"
"Bahnicevirus solivicinum",NA,"Complete coding genome"
"Bahnicevirus solivivens",NA,"Complete coding genome"
"Bahnicevirus telluradaptatum",NA,"Complete coding genome"
"Bahnicevirus tellurenecus",NA,"Complete coding genome"
"Bahnicevirus telluricola",NA,"Complete coding genome"
"Bahnicevirus tellurihabitans",NA,"Complete coding genome"
"Bahnicevirus tellurivicinum",NA,"Complete coding genome"
"Bahnicevirus tellurivivens",NA,"Complete coding genome"
"Bahnicevirus terradaptatum",NA,"Complete coding genome"
"Bahnicevirus terricola",NA,"Complete coding genome"
"Belbovirus lutenecus",NA,"Complete coding genome"
"Berdovirus luticola",NA,"Complete coding genome"
"Bicehmovirus lutivivens",NA,"Complete coding genome"
"Bicehmovirus peladaptatum",NA,"Complete coding genome"
"Bicehmovirus pelenecus",NA,"Complete coding genome"
"Bidhavirus pelocola",NA,"Complete coding genome"
"Brikhyavirus terrivicinum",NA,"Complete coding genome"
"Cahrlavirus caenivicinum",NA,"Complete coding genome"
"Cahtavirus humihabitans",NA,"Complete coding genome"
"Catindovirus agricola",NA,"Complete coding genome"
"Cebevirus agrenecus",NA,"Complete coding genome"
"Cebevirus halophobicum",NA,"Complete genome"
"Chlurivirus chorocola",NA,"Complete coding genome"
"Chorovirus peladaptatum",NA,"Complete coding genome"
"Clitovirus chorohabitans",NA,"Complete coding genome"
"Cohrdavirus arvadaptatum",NA,"Complete coding genome"
"Cohrdavirus chorovicinum",NA,"Complete coding genome"
"Cohrdavirus chorovivens",NA,"Complete coding genome"
"Controvirus defluviicola",NA,"Complete coding genome"
"Cunarovirus edaphovivens",NA,"Complete coding genome"
"Cunarovirus pedadaptatum",NA,"Complete coding genome"
"Cunarovirus pedenecus",NA,"Complete coding genome"
"Cunarovirus pedocola",NA,"Complete coding genome"
"Cunarovirus pedovicinum",NA,"Complete coding genome"
"Cunarovirus pedovivens",NA,"Complete coding genome"
"Cunarovirus pelovicinum",NA,"Complete coding genome"
"Cunavirus pedohabitans",NA,"Complete coding genome"
"Dohnjavirus caenadaptatum",NA,"Complete coding genome"
"Endehruvirus chthonenecus",NA,"Complete coding genome"
"Endehruvirus chthonocola",NA,"Complete coding genome"
"Eregrovirus chthonohabitans",NA,"Complete coding genome"
"Erimutivirus chthonovicinum",NA,"Complete coding genome"
"Fagihovirus caenihabitans",NA,"Complete coding genome"
"Fagihovirus chthonovivens",NA,"Complete coding genome"
"Fejonovirus limenecus",NA,"Complete coding genome"
"Ferahgovirus geoadaptatum",NA,"Complete coding genome"
"Fluruvirus limivicinum",NA,"Complete coding genome"
"Frobavirus limivivens",NA,"Complete coding genome"
"Fudhoevirus lutadaptatum",NA,"Complete coding genome"
"Fudhoevirus lutenecus",NA,"Complete coding genome"
"Gahmegovirus lutivicinum",NA,"Complete coding genome"
"Garnievirus lutivivens",NA,"Complete coding genome"
"Gehrmavirus geocola",NA,"Complete coding genome"
"Gehrmavirus pelocola",NA,"Complete coding genome"
"Gernuduvirus geoenecus",NA,"Complete coding genome"
"Gihfavirus geohabitans",NA,"Complete coding genome"
"Gihfavirus pelohabitans",NA,"Complete coding genome"
"Gredihovirus agradaptatum",NA,"Complete coding genome"
"Gredihovirus agrenecus",NA,"Complete coding genome"
"Gredihovirus agricola",NA,"Complete coding genome"
"Gredihovirus agrihabitans",NA,"Complete coding genome"
"Gredihovirus agrivicinum",NA,"Complete coding genome"
"Gredihovirus agrivivens",NA,"Complete coding genome"
"Gredihovirus arvadaptatum",NA,"Complete coding genome"
"Gredihovirus arvenecus",NA,"Complete coding genome"
"Gredihovirus arvicola",NA,"Complete coding genome"
"Gredihovirus arvihabitans",NA,"Complete coding genome"
"Gredihovirus arvivicinum",NA,"Complete coding genome"
"Gredihovirus arvivivens",NA,"Complete coding genome"
"Gredihovirus asienecus",NA,"Complete coding genome"
"Gredihovirus choradaptatum",NA,"Complete coding genome"
"Gredihovirus chorenecus",NA,"Complete coding genome"
"Gredihovirus chorocola",NA,"Complete coding genome"
"Gredihovirus chorohabitans",NA,"Complete coding genome"
"Gredihovirus chorovicinum",NA,"Complete coding genome"
"Gredihovirus chorovivens",NA,"Complete coding genome"
"Gredihovirus chthonadaptatum",NA,"Complete coding genome"
"Gredihovirus chthonenecus",NA,"Complete coding genome"
"Gredihovirus chthonocola",NA,"Complete coding genome"
"Gredihovirus chthonohabitans",NA,"Complete coding genome"
"Gredihovirus chthonovicinum",NA,"Complete coding genome"
"Gredihovirus chthonovivens",NA,"Complete coding genome"
"Gredihovirus edaphadaptatum",NA,"Complete coding genome"
"Gredihovirus edaphenecus",NA,"Complete coding genome"
"Gredihovirus edaphocola",NA,"Complete coding genome"
"Gredihovirus edaphohabitans",NA,"Complete coding genome"
"Gredihovirus edaphovicinum",NA,"Complete coding genome"
"Gredihovirus edaphovivens",NA,"Complete coding genome"
"Gredihovirus geoadaptatum",NA,"Complete coding genome"
"Gredihovirus geocola",NA,"Complete coding genome"
"Gredihovirus geoenecus",NA,"Complete coding genome"
"Gredihovirus geohabitans",NA,"Complete coding genome"
"Gredihovirus geovicinum",NA,"Complete coding genome"
"Gredihovirus geovivens",NA,"Complete coding genome"
"Gredihovirus humadaptatum",NA,"Complete coding genome"
"Gredihovirus humenecus",NA,"Complete coding genome"
"Gredihovirus humicola",NA,"Complete coding genome"
"Gredihovirus humihabitans",NA,"Complete coding genome"
"Gredihovirus humivicinum",NA,"Complete coding genome"
"Gredihovirus humivivens",NA,"Complete coding genome"
"Gredihovirus neoagrenecus",NA,"Complete coding genome"
"Gredihovirus neoagricola",NA,"Complete coding genome"
"Gredihovirus neoagrihabitans",NA,"Complete coding genome"
"Gredihovirus neoagrivicinum",NA,"Complete coding genome"
"Gredihovirus neoagrivivens",NA,"Complete coding genome"
"Gredihovirus neochoradaptatum",NA,"Complete coding genome"
"Gredihovirus neochorenecus",NA,"Complete coding genome"
"Gredihovirus neochorocola",NA,"Complete coding genome"
"Gredihovirus neochorohabitans",NA,"Complete coding genome"
"Gredihovirus neochorovicinum",NA,"Complete coding genome"
"Gredihovirus neochorovivens",NA,"Complete coding genome"
"Gredihovirus neohumadaptatum",NA,"Complete coding genome"
"Gredihovirus neohumenecus",NA,"Complete coding genome"
"Gredihovirus neohumicola",NA,"Complete coding genome"
"Gredihovirus neohumihabitans",NA,"Complete coding genome"
"Gredihovirus neohumivicinum",NA,"Complete coding genome"
"Gredihovirus neohumivivens",NA,"Complete coding genome"
"Gredihovirus neotellurenecus",NA,"Complete coding genome"
"Gredihovirus neotelluricola",NA,"Complete coding genome"
"Gredihovirus neotellurihabitans",NA,"Complete coding genome"
"Gredihovirus neotellurivicinum",NA,"Complete coding genome"
"Gredihovirus neotellurivivens",NA,"Complete coding genome"
"Gredihovirus neoterradaptatum",NA,"Complete coding genome"
"Gredihovirus neoterrenecus",NA,"Complete coding genome"
"Gredihovirus neoterricola",NA,"Complete coding genome"
"Gredihovirus neoterrihabitans",NA,"Complete coding genome"
"Gredihovirus neoterrivicinum",NA,"Complete coding genome"
"Gredihovirus neoterrivivens",NA,"Complete coding genome"
"Gredihovirus paludicola",NA,"Complete coding genome"
"Gredihovirus pedadaptatum",NA,"Complete coding genome"
"Gredihovirus pedenecus",NA,"Complete coding genome"
"Gredihovirus pedocola",NA,"Complete coding genome"
"Gredihovirus pedohabitans",NA,"Complete coding genome"
"Gredihovirus pedovicinum",NA,"Complete coding genome"
"Gredihovirus pedovivens",NA,"Complete coding genome"
"Gredihovirus soladaptatum",NA,"Complete coding genome"
"Gredihovirus solenecus",NA,"Complete coding genome"
"Gredihovirus solicola",NA,"Complete coding genome"
"Gredihovirus solihabitans",NA,"Complete coding genome"
"Gredihovirus solivicinum",NA,"Complete coding genome"
"Gredihovirus solivivens",NA,"Complete coding genome"
"Gredihovirus telluradaptatum",NA,"Complete coding genome"
"Gredihovirus tellurenecus",NA,"Complete coding genome"
"Gredihovirus telluricola",NA,"Complete coding genome"
"Gredihovirus tellurihabitans",NA,"Complete coding genome"
"Gredihovirus tellurivicinum",NA,"Complete coding genome"
"Gredihovirus tellurivivens",NA,"Complete coding genome"
"Gredihovirus terradaptatum",NA,"Complete coding genome"
"Gredihovirus terrenecus",NA,"Complete coding genome"
"Gredihovirus terricola",NA,"Complete coding genome"
"Gredihovirus terrihabitans",NA,"Complete coding genome"
"Gredihovirus terrivicinum",NA,"Complete coding genome"
"Gredihovirus terrivivens",NA,"Complete coding genome"
"Gulmivirus arvadaptatum",NA,"Complete coding genome"
"Gulmivirus arvenecus",NA,"Complete coding genome"
"Gulmivirus arvicola",NA,"Complete coding genome"
"Gulmivirus arvihabitans",NA,"Complete coding genome"
"Gulmivirus arvivicinum",NA,"Complete coding genome"
"Gulmivirus asiohabitans",NA,"Complete coding genome"
"Gulmivirus asiovicinum",NA,"Complete coding genome"
"Gulmivirus asiovivens",NA,"Complete coding genome"
"Hahkesevirus borborocola",NA,"Complete coding genome"
"Henifovirus borborovivens",NA,"Complete coding genome"
"Henifovirus caenadaptatum",NA,"Complete coding genome"
